qa_0041;hoi_dinh_nghia;dai_so_menh_de;Đại số mệnh đề còn được gọi là gì?;Đại số mệnh đề còn được gọi là đại số lôgic.
qa_0177;hoi_dinh_nghia;dai_so_menh_de;Chuỗi lũy thừa của hàm giải tích g(x) hội tụ tại lân cận điểm 0 được gọi là gì?;Được gọi là khai triển Maclaurin của hàm g(x).
qa_0180;hoi_cong_thuc;dai_so_menh_de;Tính chất tương ứng 1-1 nào được sử dụng trong phương pháp hàm sinh?;Tương ứng 1-1 giữa một hàm giải tích và một chuỗi hội tụ trong lân cận điểm 0.
qa_0210;hoi_khai_niem;dai_so_menh_de;Sự mâu thuẫn dẫn đến kết luận gì về giả thiết ban đầu?;Mâu thuẫn dẫn đến kết luận giả thiết ban đầu (giả thiết phủ định) là sai.
qa_0121;hoi_dinh_nghia;ly_thuyet_do_thi;Dạng tổng quát của công thức truy hồi tuyến tính thuần nhất hệ số hằng bậc k là gì?;Công thức có dạng an = c1 * an-1 + c2 * an-2 + ... + ck * an-k, với c1, c2, ..., ck là các hằng số và ck khác 0.
qa_0122;hoi_khai_niem;ly_thuyet_do_thi;Để dãy số {an} thỏa mãn công thức truy hồi bậc k được xác định duy nhất, cần bao nhiêu điều kiện đầu?;Cần xác định duy nhất k điều kiện đầu từ a0 đến ak-1.
qa_0128;hoi_khai_niem;ly_thuyet_do_thi;Khi giải công thức truy hồi, trường hợp riêng nào thường được xét trước để rút ra kết quả tổng quát?;Trường hợp riêng với bậc k = 2 thường được xét trước.
qa_0129;hoi_ly_do;ly_thuyet_do_thi;Tại sao hệ số ck trong công thức truy hồi bậc k phải khác 0?;Vì nếu ck = 0 thì công thức sẽ trở thành công thức truy hồi có bậc thấp hơn k.
qa_0131;hoi_noi_dung_dinh_ly;ly_thuyet_do_thi;Nội dung của Định lý 1 về nghiệm của công thức truy hồi tuyến tính thuần nhất hệ số hằng bậc 2 là gì?;Định lý xác định công thức nghiệm tổng quát dựa trên hai nghiệm phân biệt của phương trình đặc trưng.
qa_0133;hoi_khai_niem;ly_thuyet_do_thi;Trong định lý về hệ số hằng bậc 2, nếu phương trình đặc trưng có hai nghiệm phân biệt r1, r2 thì nghiệm tổng quát an có dạng nào?;Nghiệm tổng quát có dạng an = α1 * r1^n + α2 * r2^n.
qa_0134;hoi_khai_niem;ly_thuyet_do_thi;Các hằng số α1 và α2 trong biểu thức nghiệm tổng quát của công thức truy hồi bậc 2 được xác định như thế nào?;Được xác định dựa trên các giá trị ban đầu của dãy số (thường là a0 và a1).
qa_0135;hoi_khai_niem;ly_thuyet_do_thi;Định lý 1 về nghiệm của hệ thức truy hồi tuyến tính bậc 2 áp dụng cho những giá trị nào của n?;Áp dụng cho mọi số nguyên không âm n = 0, 1, 2, ...
qa_0136;hoi_ly_do;ly_thuyet_do_thi;Tại sao Định lý 1 về truy hồi tuyến tính bậc 2 lại yêu cầu r1 và r2 phải phân biệt?;Để đảm bảo rằng hai hàm mũ r1^n và r2^n là độc lập tuyến tính, tạo nên nghiệm tổng quát đầy đủ.
qa_0138;hoi_dinh_nghia;ly_thuyet_do_thi;Trong định lý giải công thức truy hồi bậc 2, biểu thức an = α1 * r1^n + α2 * r2^n được gọi là gì?;Được gọi là công thức nghiệm tổng quát của hệ thức truy hồi.
qa_0140;hoi_khai_niem;ly_thuyet_do_thi;Hệ số c1 và c2 trong định lý về công thức truy hồi tuyến tính bậc 2 có đặc điểm gì?;Chúng là các hằng số thực xác định quy tắc của dãy số.
